,Clean_Text,label
31031,fun got retweeted bot,1
30629,getting ready concert tonight yay,1
37932,looks like lot fun lady gaga,2
25605,hi celebxxxvidsyh aybygw thanks following,1
25030,happy monday going tavares today hope blessed day,1
36791,sketchy moments mtn friends moved trail sat end road talking silly,1
25358,dinner ali tonight celebrating day new job near trader joes stop,1
2869,cuz kccom said releasd  n main station doesnt hav,2
33425,sounds like got fan danstorce,2
22860,exams thennn sexy time,1
37556,seriously link plzz,2
24111,soon new job starts im happy,1
31125,wasssup cocoliciousness knew u didnt recognize hows ur daughter,1
35353, year itll wwdc  know,2
21596,new golf vi tsi hp fast,1
21781,great longweekend far going run judo tonight blue water quotretail therapyquot,1
29039,dad totally rocked offspringpretty fly white guy haha,1
31668,wolverine,2
21966,got home school fun  oh btw music school,1
34489,im staying youre talking hehe,2
3858,salary actually spend money hooray time shopping dinner ahora goodbye,1
35092,think info syncing properly mac mobile iphone yay finally,2
20628,hi uploaded  completely new chinese lessons wwwyoutubecomchineselearn feel free watch enjoy,1
1854,warwick castle httpsnurlcomizzau amazing devon weekno internet updates,1
39633,omg didnt know friend knew lol small world,2
33551,ew,2
1482,depression past making baked goods,0
37808,aw im glad hear youre okay try hot bath cup tea maybe calm worry,2
28172,wouldnt miss world iccvb meetings monwed fun beginning,1
7127,dear youre going fucking kiddoe im going sit awesome wheres shoppinglt,1
23254,good episode gear tonight,1
23470,start spanishany min nownope cant xx,1
27463,new baby exciting congrats advance,1
18026,going home enjoy left day cant believe quickly week flew time tweets,1
21185,watching bleach,1
24909,thank saw comment chew aerobics tickled,1
38490,good morning,1
2017,ummwhy let change background im twitterchallenged,2
28,depression robs identity leaving feeling like mere shell,0
36572,ps got ben button today completes best picture nomsgot  great year,1
18043,waited like hour got talk,2
17110,glad friday got work im tired,1
28955,downloading rightreal speedracher,2
30091,oh emm gee quebec  days excited,1
525,good lord seen agency work upcoming open day money jam,1
23947,star warz day reallythat hot topic manoh man im waiting star trek,2
28101,photo jdperry seriously thesepictures day hahaha ialways aroundsaying omg httptumblrcomxznpirs,1
402,thats twisted hated camhs said mild depression ignored early diagnosis bpd xx,0
2191,hard beat heart endless doubts yearning somebodys company listed numerous signs depression,0
37858,chocoslam brother usual failures finally burnt tongue hahahaha stupid,1
16364,test discovery missed py,2
34408,legs numb journey atlantiscoldness buttt awesome day,1
35912,going help lancey cook,1
21,depression distorts perception reality making question authenticity positive emotions,0
20240,photo great night httptumblrcomxmopgymj,1
1850,ur im lol,2
2127,hmmm thinking taking feel better morning think spoke early,1
3279,work mo sunny today band tonight,1
34077,tax money helio winning pole position ha ha,1
5524,waves ok again,1
27066,interesting day yesterday wondering today crazy hope diggin spartacus aka mikee,2
36136,romantic evening papa murphys quotbattle bcquot history channel,1
37966,meeting strangers lol vegas amazing,1
371,destroy depression reclaim power depression live depressionfree life httpbitlyexpeldepressiondl  curedepression,0
29089,happiest girl world best weekend cant wait weekend grateful blessings,1
13416,ohh twpp falling silent waiting track ur version time maybe btw sunny california sounds good,1
5343,early feel good day walk work im feeling alright guess dont work today,1
16618,throw lotion air port terminal,2
1719,quizzes depression sex fucking cheerleaders jackie nude elizabeth berkley nude photos home sex pictwittercomudozaomz,0
7008,thanks iphone kept till  asshole,2
24515,lol like challenges impossible want try,1
29100,yay bannerbomb wii finally run homebrew  wii,1
5368,whuffaoke night gillette stadium,1
32723,elaines online mommy gives good advice,1
27566,rosales cool,1
23122,pj dayydoesnt happen veryy,1
18155,came cold cheese sauce good,1
30443,lucky thats awesome,1
3026,reached plate bit toast realised id eaten nice feeling,2
27936,time educated hope great start monday morning,1
26939,naw  mins bug where tanks stop spawning  mins im glad,1
32822,birthday awesomeon videomy daughter opening gift screaming joy quotmy birthday wish came true quotcouldnt better,1
39296,morning im ready weeee sunday,1
13225,water horse movie totally making want scotland want water horse lol,1
30116,lived bands performance pretty damn fun,1
33966,tweet ,2
9371,doh im inside job lolzor,1
36034,enjoy know,2
37400,going hiddenfile youre thinking youtube nott lol hey phone swimming,1
30073,wedding,2
12481,lost tooth day whilst eating gumoww,2
452,lmao weather mad indecisive tho alllll depression fully present httpstwittercomjenlawstatus ,0
8184,httptwitpiccomymw im gonna miss guys thanks making  years senior school amazing,1
12741,haha crying xx,1
1773,ill add frostpunk banished banished survival city builder game banished great lacks crushing depression hard decisions child labor paths lead child labor dont deceived propaganda waits propaganda dlc,0
22426,hope wishes come true someday,1
16778,watching jobros live chat live haha,2
13913,ipod headphones gone kaput wanted buy new ones buy bose instead work apple,2
24905,lol triplet haha im glad morgan got bag didnt ride ride,1
36846,awesome day zoo yesdy gettin ready  church yay,1
23925,got followed says doesnt talk quotgod peoplequoti wonder talks quotgoddess peoplequot,2
23067,proud seriously thinking joining year got training,1
20114,hangin home watchin twiligghhttt  readin again lol school sukked today bahaha,1
26870,ahhaha oh embarassment stop reading,2
29346,tgc concert good old friends remember old times,2
37474,bet people ideia standards lovely time pair,2
37502,yay youre twitter,2
1650,black patents dont believe depression fam httpstwittercomvindollarstatus ,0
28045,awesome love itand work buckhead church love,2
17622,rofl room small dance,2
23909,hello sooo awesome dont stop haha fall chair laughing x,1
26010,stoked spring amazing wild foods nature abundantbless,1
34865,sleeping rocking sheets hope smoothness endulging cant wait blankets,1
29866,mmmm macrina bakery,1
9652,wow didnt know sucks texas chock asbestos,2
19143,cool hear guys  cant believe cherry hill weeks ago missed come,1
38796,good morning tweeple sun,1
9460,car shopping kacy yay,1
14002,hope happens tomorrow ill  providing dad gets better ,1
22099,new phones arrived office gona today,1
16624,parking garage concrete pole  new odessey ,2
26077,oh okay thank,2
5706,xdxdxd crazy little thing didnt train hug,2
39332,twikini enjoying sun,1
39619,happy weekend flight conchords bbc,1
36994,hey im fan new zealand loving tho soooo episodes haha good work,1
24611,omg supernatural good news week,1
32276,hair looks sicckkkk happy mothers day mothers,2
32956,havent laughed awhile,1
8488,got bbq got sunburn legs sore,2
38246,hi getting tought write today im gonna shopping soo fun isnt,1
36798,lol cheers mate yeah went thanks,2
14296,cant bebo,2
16707,went quotupquot good movie pulls heart strings highly recommend,2
547,like fucking love soon starts talking obsessed dont feel way end forever fucking miss depression ruinning life pictwittercomcfhtkxqqqa,0
37108,ahh thats fun work night party went movies today wolverine good weekend,1
21664,staff rooms intersting k faces kid laptop,2
29665,spring super fun,1
34246,watching men n blk  wishin mums happy mothers day,1
39110,lmao im joking mate,1
25079,whats deal,2
896,ya weather super weird looked like gonna rain today course didnt darnitt,2
21277,haha nice pic looks abit like school,2
9523,yeah soon,2
22658,httptwitpiccomjbsq looks good want,1
36,depression whispers incessantly ear filling mind selfcritical thoughts doubts,0
26974,laughing quotah haquot moment coffee,1
2093,devastatedset alarm forgot turn  alarm got  showered thinking i fool,2
31384,umnicks voicesmileeyeslaughand hes great rolemodel,1
29894,expected hear beastie boys star trek movie super great flick pew peww phasers,2
24821,thanks following muse gratitude wishes magnificent amp productive start day,1
30191,positive thinker sure keeping,1
25403,oooooo glad hear incredible bookmarked try,1
2705, send txtd got new phone,1
2811,lobbying twitter yuk gettin rid groupies ,1
39262,tons updates including pics rob yesterday check wwwrobsessedpattinsoncom,1
6897,fruity pebbles lucky charms,2
8273,ommg gurll arent u going sad,2
25405,yay busy good,1
30909,l ice grande halfsweet french vanilla soy milk starbucks means summaas coming,1
34198,yay found u great time tonight,1
25942,hehehe  im nice,1
6370,holy crap time  gta sucked away life wasted week wish self control,2
38190,damn right,1
38507,like new trend whos httptinyurlcomqcyd,1
2868,nevermind beyonce doesnt twitter haha,1
19996,tweet today failed lol sleep bacon eggs hard choose,2
28970,ive prague money itll  cities visit,1
8995,says quotthis video privatequot wtf,2
5734,thanks follow wish  plan open shoppe tc economy turns,1
23721,itsurely dear posted presentation swine flu yest got  downloads dayi feels great,1
6560,thanks unfortunately sales speak doesnt convince diamond,1
11901,stopped raining fuckingtastic ,1
27523,shoping till drop davidhahaenjoy day,1
35413,know want,1
21794,morning babe plan overdoing today lol hope rest amp feet xxxx,1
12901,cant carriers anymore,2
1893,hate website says ticket prices website,2
28303,wowi bookmarksi spent good hour organizing,2
25192,ha ha thanks starting follow,2
25914,yay sale redbubble makes happy httpbitlygurq,1
2,simplest tasks monumental challenges depression saps energy motivation,0
13682,stopped followin,2
1468,aw got orthodontist today,2
20181,maybe hot date nice little cesna,1
17597,ooft pub im moro backlog people work finish doubt ill,2
11665,comes atl jljf swear fun theyre fun,1
8627,great vips acts id enjoy seeing noooo,1
31896,hahaha bob marley,1
11659,time ready work,1
29285,sweet thanks,1
38293,watch arsenal v chelsea today,1
31078,watching beauty amp beast haha,1
20175,yay excited,2
14,got news,2
53,depression drains energy leaving feeling weak defeated,0
10391,woow thats harsh im sorry hear,2
24323,tired dinner good churros good,1
32353,looking forward orange juice fried eggs cinnamon rolls tomorrow morning,1
18493,today good little girl hollie bgt complete sympahty vote cute aidan davis l tweet x,1
20442,hello james,2
2337,aw named car thats sweet im sorry hear petey hope find posh rollerskate,2
34907,excolleagues shaanxi kept boasting native noodles im curious shaanxi food,2
1219,wat riverside,2
26108,comiccon thats cool,1
22698,umm dont ya mean ship,2
6602,omg roach room time apartment today hope dont patricia luck,1
23306,yesits beautiful im fortunate live thick itvery relaxing,1
1848,haha wish,1
30395,tell brandon said hi,1
31307,going transformers imax excited,2
31267,happy mothers day paula,1
28281,fkin great day graham isnt,1
11381,crap dont  work saturday amp suppose  hang friend amp watch hang jonas ,2
29444,stealth shopping got wife bday present mall didnt notice buy hide car missed,1
10,yearn moment respite break constant turmoil mind,0
22739,answered prayer caught surprise lord amazing,2
30373,playing board games,2
7244,womp womp woooomp,1
1033,friends im deeply sorry im moving miss u,1
37031,omg  im buying dvd yeahness good movie thanks movie buddies ,1
33857,blog updated,1
25191,sorry wouldnt believe feedback got menu bar icon version lot subtle,2
13675,fuck cut finger,2
35477,happy mothers day moms,1
39760,sisters partyyyy,1
15094,cant spell melo e lt favorite blogging site,1
2617,wow sunny day recovering erased files,1
26793,heading hollywood studios today manta kraken awesome yesterday feeling like rides,1
19453,love got plan going queen mary,2
32695,news android based devices especially tmobile im giddy cant wait starts saving up android tmobile,1
2246,lot thinking depression recovery process hard years im youre spouse turns worst feeling  depression illness turn ,0
1102, days depression hitting hard im getting dumb,0
26375,buying copy today excited need learn friday good luck sheffield,1
32624,fun this httpbitlyplnm,1
145,emptiness feel like void soul ache easily filled,0
12939,aw babyy im sorry gots excited haha lt,1
35354,im celebrating bday friday,1
4609,kayyy xd yeah talks dog dies need find movie havent seen xd,1
23032,happy bank holiday monday twitter bath time spring clean movie marathon lazy day,1
13105,lunch with havent eat soo long oh,1
24028,opened facebook account im little confused dont twitter better,2
19335,im probably person world uses tweetie ipod touch amp iphone ghetto haha,1
26719,congrats tax refund nice,2
26548,brooklyn went hard st hajjisyea httptinyurlcomcodla httpti httptinyurlcomcrhjs,1
35526,got party sooo fun boom boom pow hahaha ooh told mom happy mothers day,1
37542,got eminem tix friday,1
26285,was great day,1
17037,people mustaches super powers mustaches fair,1
5497,energy steadily increasing thankfully cough isnt going away,2
10158,muhaha martha lt fun uu mnth,2
23074,ok happy star wars day th,1
351,interwebs twerent thing betrayal hit depression rise fall continued depression acceptance semisociopathism humans shit makes fucking sense long dont act thoughts voice im ok,0
28032,day macys friends amp family sale going shopping meet wour mortgage broker,2
39892,omg luat examenul la spss happy,2
253,oh god fucking break depression manifests wide variety ways including propensity hate,0
39083,thank spending lot time pc focus determination,1
27047,cant wait set goals leeds lots website work today,1
12909,tom u hahahahahahhah hes bff,1
37777,seen game website awesomness msn,1
33983,taking mum lunch mothers day,1
1087,babes sooo fun thank making happen fun ladies time went fast,1
32357,word yayy twitter dark lol,1
24205,brilliant weekend brilliant work actually working,1
39053,bradiee ask picture cat haha ily xx,2
39778,httptwitpiccomswv love hairsss,2
34581,making hot chocolate almond milk mother day festivities starting early,1
10532,hi net yayy im short time,2
35627,congratulations mindful run  listening music,1
26209,great remix double wow,1
17533, later feel good guilty,1
1590,reminiscing past months cant imagine kung pano ko nalabanan yung anxietydepression ko cant imagine survived god matter ,0
22110,great shot yesterday editing pics,1
234,omg concert awesome madrigals gave chills piecebrooks called alumni didnt,1
518,depression got lately,0
23104,thank dearie followed dome,1
4185,know hot twitter works,2
30784,mother day shoppingwowbig thanks sister coming sorry getting drunk,1
39571,thats cool id happy contribute future articles enjoy rest weekend,1
25334,wish live holland  im going paris,1
20315,nice new profile picture glad friends,1
2190,nooo hey youre week moving good,1
35308,pleassure making smile nice day making smile twitter aahhh nice,1
23381,dog thingy adorable golden retriever awesome husky x,1
24765,good morning campers got lots sleep night thank thank ash thank,1
38,yearn reprieve heaviness heart momentary escape grip depression,0
26606,hey wow cheers insight ppl looks fun oh im stunnedits aweomse robluketic live gt httpustreamwv,1
25990,spanish suckiest class im learning atleast te quiero tiasha,1
21136,youre night owl huh,2
29870,lol oh okwell n casethank u,2
39954,today interesting,2
29596,habitat twitteractive neat,2
19777,enjoy laker game guys ill work,1
22042,got named recco peeps felt pretty honored gotta talk blowin ego like,1
4761,think hahah geez lady  hours ago bed lack sleep bad skin,1
37381,toasted baked bean sandwiches red wine perfect sunday night dinner combination,1
1896,depression tough deal like easily snap shit hard af,0
39481,pfft fan helicopters imaginary penis hi drake welcome real world,2
7255,need wait year toy story ,2
26800,looks like lincoln marathon yesterday awesome hm tough,1
21359,youre gonna wear pink outfits assume bought,2
2302,cant afford school,2
16950,meeting karen boys drinks dock wanna drink fuck like andrea said haha,1
29091,hahaha funnyy,1
37238,photo thelovelybones spy jonas brothers demi lovato omg d ahhh yea d movie premire httptumblrcomxbbqyxe,1
34550,yesssssssssss rocket moon going warped,1
28136,getting ready launch podcast chapter  quotturning left albuquerquequot morning know youre excited,1
1261,miss concert tuesday id like time machine fun,1
7875,enjoyed week work week,1
20964,loves monday bank holiday httpplurkcomproxar,1
25798,spring pictures today going schoooool,1
1943,big depression feeling lonely youre room million people,0
26531,yeeh thing drummers basically guys  play instrument sing im p,1
24340,installed ubuntu  office lap yaaaaaaaaaaaay quotinstall windowsquot feature rocks awesome ubuntu excited,2
915,ok like supposed tell mom depression crying getting mad,0
26207,wow vicodin worked slept better updating bjadaycom job,2
39221,theme tune robin im batman,1
32040,thelma amp louise good movie,1
24868,fun guys  days,1
952,hate depression,0
28089,checking good monday morning mamo friends,1
29273,jam session room seeing star trekagain,1
34509,yep youve converted blip great hear lot suggestions pretty great stuff,1
22555,oh thought manly problem able figure mom official moms weird,2
46,depression magnifies flaws shortcomings distorting selfperception eroding selfesteem,0
31123,dancingwaiting turn hope newww cd funky reel music todayy,1
38804,american pie forever im watching right theyre running naked streets  ,2
39586,yay live demo rhodes loving euruko,1
23594,oh oh going shopping best friend today yaay going fun need alot new clothes,1
23853,punching bag ive touched covered brothers sweat u use u want hehe,1
37607,ok saw u joey thought u looked interesting like things sanctuarysunday,1
29561,lossing power house fucckinggg cool party cakss,1
29981,im sooo happy demis twitter,1
39096,awake head hurts probably means night good,2
16978,waste money,2
30975,figured twitter phone,1
9925,yeah went satellite beach today flattt good skimming,1
38997,haha worlds lol,1
34758,mothers day family dinner rainy sunday night,1
25172,good morninghoping throw coffee like right,1
38430,thanks,1
672,depression hitting hard youre crying school knowing ,0
152,lets hope dont temporary depression game tonight know dont outta bed cant eat  weeks happens lets fucking bruins,0
23664,short work week,1
6282,dont think hes ganna text,2
37589,roast yummy think mum impressed,1
39029,ready leave house head wthr,1
24483,far with exception rain morning great wont let dampen day,1
23589,great albumlucky vinyl httpblipfmjhtv,1
630,need help healing grief heartache podcast surefire techniques healing coping breakup divorce death loved pet httpswwwwillowucompodcast angry anxiety depression sadness divorce death pets pictwittercomesgbroknjt,0
33863,thats cool think dels going korea time fun,1
21217,left work inventory way easy got highschool musical  cd amazing goodnight goodnight ,1
38691,sarah mcglaclan song background donate jpnnbak fund quotdinero cable billquot think,1
21673,hey fellow trojancongrats graduation,1
39007,hmm tasty going curry rice peas probably ,1
16087,oh thats whats tried parmesean primavera night culinary abomination pretty sad,2
25681,gonna  bed night tweeters dont think sleep  hahah nite,1
23236,play quake min,2
7167,playing hooky work hope,2
171,yearn sense stability respite chaotic emotions come depression,0
25704,bed eating chocolates  super parties yay playing new camera amazing photographer,1
35304,michael cera new movie,1
23320,problem think great thing reflect,1
25782,promise thanks,1
29367,waiting plane airport exited bout going tasmania ya,1
34648,watching best movie ever neverending story wish babbby,1
33130,ha find thing google came database acronym quotdibbsquot seat aka shotgun,2
34882,morning hope great sunday,1
2350,adorable tell pressure got,1
60,depression steals ability find joy little things leaving numb beauty,0
5295,lookingbut lets sure lunch week,1
31502,im glad able watch game,1
29274,good time sun amp dayan ny,1
35249,actual wiki entry quotthe million dollar homepagequot shake head fact sometimessomtimes things work,2
13815,thats worst dream weird think thoughts subconscious,2
7905,totally long updated saw star trek excellent killed yoggsaron  man memorial day killed  man raids,1
153,depression fills mind constant barrage negative thoughts overshadowing positive aspects life,0
33727,quoteveryone special thingquot guy sets record longest pronunciation word quotfreshquot httpbitlymdfv,2
1328,latestnews httpmobilewebcitycom   million americans affected sleeping disorder suggests httpsiftttnehpx chronic insomnia sleeping disorder lead physical mental health problems depression pictwittercomkqtjjcpi,0
32816,happy happy joy joy good,1
26613,wow great know piece software ensures timely project delivery productnamingrulez,2
24578,remember evidence based management lecturesdefinitely best ebm,1
10083,great time vacation sure heck dont want work tues,1
379,dude saw sf pics looks like mini excursion pretty kick ass didnt sun tho,2
10325,excited new chapter life didnt expect emotional,2
37543,woo hoo congratulations,1
33231,oh yeah lots rambly goodness lol mail bed early  probably im insomniac huh,1
26811,good morming sunshines beautiful day day classes,1
28242,yes cant wait hope vip passes help people campin hahah,1
20085,cnews wasnt bad expected better today great,2
34790,hey lonnie ill weekend cant wait,1
25672,hey miss jane goes film hope good family,1
6220,officially apt learned stuff crazy neighbors live hallscary,2
39525,thx  sharing,1
20681,thought weekend long weekend california,2
32,lose anger anxiety insecurity depression meditation buddha pictwittercomkkhydrkvj,0
4301,home great time,1
13180,pho broth concentrated mix pork beef bonesso think youve missed point,2
35325,yum mothers day lunch food business burnside delicious gorgeous day,1
37942,hovered button lol sleep tiff welcome,2
148,feel like im living perpetual state darkness brightest moments tinged sadness,0
25382,oh post,2
28340,waking workinghappy gonna great day today itand im sore running yesterday,1
34541,yay new computer fiddle,1
22575,welcome twitter friend,1
28010,thanks glad like,1
20735,cant believe monday week vancouver gone good weekend,2
24106,supernatural tonight yay,1
6595,wishing nola weekend oh ill tuesday,2
32144,hi dale welcome man hope ur weekend going think enjoy desert paradise fun fun fun,1
38395,amy meredith soccer team news soccer team aswell xx,1
38060,im mothers day lunch uncles house nice time,1
31282,id like fruity article website youll permit,1
23552,aw level haha try manage money,2
37168,sun,1
28056,amtarot thank,1
21302,forgot lumpia pancit fridge night yay,1
21094,dreams rise reality said wouldnt walk dream fly dream believe achieve,1
36299,week  hits guinea pig pictures webshots didnt promote way,1
9505,wondering quotdo respondquot list,2
21047,sun kind weather january february like jackets,1
1219,reason mia   mouth going lot things basically short depression state mind maid worst check,0
32891,going sleep big beach day tommorow love guys nite,1
35259,hair doesnt look completely retarded success,1
33961,thanks enjoy movie hope te,1
1867,sip works flat volatile bullish bearish booms bubbles depression contraction expansionit works rbi hawkish dovish neutralit works nda upa government powermake sip habitsipkaromastraho sipmutualfunds,0
25938,swimming tanning heaven blasted music tanning world,1
28146,new twitter new supernatural im  day old  jst ordered st season seein  gud random ep lastnte,1
35579,sleep fun,1
13320,good god fit swear words  characters,2
25139,enjoyed seeing presented saturday clark howard event especially  preclark speakers,1
34598,awesomenessshe comes wayloldun dun dun,1
8828,wow leonardo dicaprio jennifer davisson killoran producers movie orphan direct contact info,2
27569,little girls shallowness annoy good didnt straighten hair today looks decent,1
30597,ton fun w muffin today,1
31623,sleep time biglittle lunch tomorrow olive garden,1
36484,home tonight fun goodnight twitterbugs,1
40,thoughts labyrinth negativity making difficult find way darkness,0
30540,yay love new ppl wooooo,1
13486,dat  time amp boss text saying quottweet n office dis tweeting ovaquot havent dun,2
24582,thank im glad like,1
14439,wow scary statistic,2
74,depression engulfs like suffocating fog making difficult glimpse hope,0
34280,wow cant believe u reached facebook limit  friends crazy,1
39627,learn fly higher httptinyurlcomtools,1
19737,cant believe blew cute guy friend selling concert tickets fml,2
21900,love johnny deep looks public enemies l ill catch film hk,2
13335,today sucks kisskass you katey broke yah kate broke its awful nd vodkas httptumblrcomxkxwglr,2
1139,small depression ,0
13112,labels sorry know im needy,2
18362,working database trying decide want eat,1
5871,reentered brain orbit thanks watching ryan reynolds mugging away quotjust friendsquot recently,1
37726,aly amp aj new album summer yay,1
22787,im stupid star wars day th,2
5889,got nasty argument normally like doesnt forgive,1
235,suicidal mini actor verne troyer dies aged  fight depression httpsbutteredpopcornsitewordpresscomsuicidalminimeactorvernetroyerdiesagedafterfightagainstdepressionbecametoomuch depression suicide mentalhealth vernetroyer,0
35188,great song cant understand lol,1
19072,trying figure thingits going,2
27233,joined twitter hiya world,1
18761,plan nap yea im feeling night watch lakers game smwhere fun looking like nap,1
22258,complex consider day like today monday brain tomorrow,2
21914,thanks following,1
24724,sorry misspelled twice im notgiving run httpblipfmjjxr,1
20314,watching movie rocking baby kitty asleep sling hanging neck cute,1
28169,thanks  morning,1
25766,thinking swine markets decline cant anymore,2
13658,oh im jealous how surprising,2
19937,got home nice party tired,1
20275,cant wait till home life year wacky adventures day,1
27580,separate desks computers sides room short dividersbut thinking need extend ceiling,1
30294,ohh haha ok thanks,2
6596,im going bed ear both infection completely dizzy yyyyuck stomach hurting peaceout loves,2
38226,boarding uss enterprise warp speed ahead fb,1
37296,cant wait  days till happiness,1
38948,updressed house  sunday fishy fishys,1
35944,th post dedicated sarahsunny weatherand love snakes plane bring it song died,1
38941,yummy  tacos jack box,1
28774,going birthday party tonite,1
31814,oh yeah know met taking trash hhaha,1
5658,annoying bc hair products dont perfume smell like ingredients,2
36981,best cup final today fun,1
39406,finished essay dinner went brother acted like kids spoon fight fought woould sit sisters lap,1
33939,woah haha thank,1
8220,burnt agenn nice day tho xxx,1
38208,cool beans yeah man prob,1
21928,gandang mac un ah sure market mas mahal pa sya sa macbook pro ang cool ng concept,1
27034,right happy win packet salt n vinegar crisps new exhaust fell a,1
28074,operations conference great peeps team yall mondays bit easier handle,1
38219,addicted sociable,1
28208,,1
23419,love new hairdo haha live ny yeah hott,1
32448,didnt know blog thats awesome,2
11713,morning dad weirdest dream marines shot terrorists throat didnt find key,2
1478,clinical depression way choose view world causing churning toxic hatred,0
25602,twittering hair dries washed macadamia orange shampoo smells gorgeous,1
5913,httpwwwbodybuildingcomfunrichardchanhtm omfg dude looks ard puts shame,2
31158,days look hard good thing,2
2096,yeah goodermentertainment ,1
22858,googled quotengagement ringsquot amp exact ring wantit st result sigh love ithttptwurlnljaqj,1
23759,thank approving application twa forum honey good work,1
25838,surprisingly actually super tired like lay bed,2
21782,heyjust putting come townsville yearelton john came  n loved great,1
14671,wondering boyfriend hasnt called week think end coming,2
629,lol hi emmy latin help study aptitude tests grad school  thats wanna,1
26512,yo thomas thanks follow social media director disney thats awesome id like learn lets lunch,1
32949,im glad sumone smile,1
32714,subway tastes better pays httptinyurlcomresh,1
2426,grr allowed gas grills live sucks,2
1178,wow friends twitter,2
28795,lol moms present cost  dollars,1
25988,good mornin twiggas,1
164,loneliness constant companion depression makes difficult connect,0
31014, home nice nice,1
26953,met mother best,1
24854,haha xd lmfaoo p yasemin ist sehr s rawk xd,1
18350,chillin pjs short long week continually knocking door,2
38642,thank playing moment ago actually different chill version spooky haha,1
5928,anthem right dont leave high dry httpblipfmfcr,1
29558,course adorable face,1
37428,morning washing machine going mum dads house house ready wedding daybusy busy busy,1
30242,ftsk mercy mercedes amazing tonight,1
35670,n end wise great nite excuse dream little dream,1
37923,ok da climbing,1
22323,following chester bennington awesome,2
22355,london shows,2
625,depression came adhd horrible panic attack gets point im scared feel like point im disappointing everybody didnt family dont know id,0
31934,lol ill look youtube later thanks,1
17859,mom says new phone immediatelyoff tmobile paying,1
38270,lmfao omgosh heard song youi felt like gonna pee omgosh waltzer man lol xoxo,1
32734,happy mothers day,1
32186,art dees place woohoooo,1
38196,congratulations,1
26454,look chatting stars wtg,2
1324,ive haha,1
21545,houstatlantavegas sooner later nov th night successful  hours heavennn,1
22894,best night,1
29898,aw song makes think girl scouts,1
36488,actually play keyboards pohaku lol played st bday earlier im spinning shack,1
54,day battle desire hide away need pushing forward,0
33281,need  b getting  sleep  night good sunday,2
25181,ive sent twitter invite poet friends im hoping come poetize love  poets poets,1
22853,ive losing taiwanese dramas good xd wu chun eeeeeee,2
33571,today best lt eff yeah lt,1
11589,wont kids sleep,2
7426,omgthe heater room day school amp boiling,2
28294,happy keve early mothers day lets quiet drove night sleeping,1
28373,got jagk shirt mail omg love saturday,1
25468,hehe thanks class laughing,1
22452,heyy teddy bear says look pretty blake,1
32389,yea way super excited great midwest resource midwest pride,1
28493,maddie starts working watch world,1
2445,got jobs ampa degree damn car died feel shitty bout havin car,2
31632,thanks concern guys stitches later whew,1
22297,sitting outside laptop kinda nice,1
14295,butbutthe nurburgring good httptinyurlcomkrcamp,2
39032,good morning mommies happy mothers day pull cats tail know likes,1
29086,way kuya jordans house os sleepover,1
35542,yippee happy birthday,2
21435,smack head,1
30581,oh awesome yahooo good night sleep tight dont let bed bugs bite,1
578,getting ready school second maths test today day rd year week officially th year,1
38262,oh jealous youre missing fried potato bread,1
23018,nice gimmeh nice stuff,1
403,autism means brain wired differently possible rewire brain number different ways prolonged homelessness depression etc rewire brain way resembles autistic brain homeopathy cured dog,0
39699,happy mothers day favorite moms,1
26878,quoti stumble fall moved quot,1
36875,hey ty tip wifi networking talents ill bothered lol,1
16159,thanxxx message wanna leave  bye,1
20109,im awesome,1
13385,got lesson rain meets white shirt man tells like bra time smh,2
22662,umm ready help mum gj presents gets could while wait people arrive party,1
2319,girl season  dealing mental illness depression ptsd survivors guilt blaming death camp,0
2508,dont think said true rant mcfly cant belive feel ashamed,2
36360,great time talkin mike tonight hrs,1
15414,sob cant believe im ending work week chapter augusten burroughs father ernie guinea pig,2
2876,yeh ,1
22007,ive got great expectations tomorrow gonna awesome httpblipfmjf,1
10050,received leeds k bib timing chip hip injury means wont breaking k pb time,1
37728,lol thats winter only months ago december im seattle felt like siberia winter,2
26500,good monday wet outside inside im sunny im feeling surge warmth energy good day,1
30559,lol twitter addicts,1
9718,got home long day asda joy,1
29448,bring,2
675,cure depression pushing physically mentally,0
23781,finally got set avatar cool,1
25840,thanks following nice meet,1
2194, sokor intellect heart fail grasp depression saying bom druggie,0
22792,im good ta bit tired cos ive wking wkend good hows,2
29533,aww nice,1
28541,saw yesterday pretty good,2
2650,thought winter turns winter started,2
38361,facepanda cool,1
38358,phone ultra fast latest firmware updates installed,1
14777,lol know fabric earth unravel lol guess people seen bambi,2
20094,love sunshine happiness brings,1
27880,want pictures proof,2
29114,kind httpmylocmefkl,1
36619,night went got cracking shots,1
37592,surprise birthday best night ive damn long time,2
38682,good morning favourite pcso today,1
29835,lvl  vs lvl  owned useing crappy armour,1
32247,happy mothers day moms,1
23339,saw tweet minutes going lunch decided skip today thanks saving money speedy recovery,1
28083,actually gets rid bacteria thaw nicely,1
29905,httptwitpiccombnas oh god youre adorable ilove inspiration nick,1
12515,dinner crown south moreton david stroppy teenager,1
25368,starting video editing spanking movie mina added update,1
27885,requested date guest honour,1
34789,durango chaperoning party interesting catching internet surfing drinking woodchuck ha,1
29899,yo somebodys mother came club dresses like shes going straight church club feel like im going hell  ,2
36436,thats ok yeah good night thanks glad hope enjoy bbq,1
28669,twitter fam im hop aim went ghost yall lolz sowwy,1
38479,haha yeah heard leicester home self movie candy pizza amazing evening,1
